name	x	y	z	size	hemisphere	seizure_zone	Destrieux_label	Destrieux_label_text
LP9	-24.7618522657752	-0.00876755734533141	32.2125033714175	n/a	L	n/a	2	Left_Cerebral_White_Matter
LP10	-23.922229565084	1.93999589686841	34.9210822455287	n/a	L	n/a	2	Left_Cerebral_White_Matter
LP11	-23.0824257091284	3.89802916994691	37.6305188859701	n/a	L	n/a	2	Left_Cerebral_White_Matter
LP12	-22.2428030084372	5.84679262416065	40.3390977600813	n/a	L	n/a	11155	lh_S_front_sup
LP13	-18.8722988130451	13.6511125300154	51.1745567716956	n/a	L	n/a	11155	lh_S_front_sup
LP14	-18.0326761123538	15.5998759842292	53.8831356458068	n/a	L	n/a	11155	lh_S_front_sup
LP15	-17.1928337490559	17.5583893496841	56.5926508513689	n/a	L	n/a	11116	lh_G_front_sup
LP16	-16.3532110483646	19.5071528038979	59.3012297254801	n/a	L	n/a	11116	lh_G_front_sup
LV1	-39.2220564553738	4.90064934629201	2.7432486486435	n/a	L	n/a	11118	lh_G_insular_short
LV2	-38.950961476624	2.47097717722505	5.24494326907396	n/a	L	n/a	11118	lh_G_insular_short
LV3	-38.6679990149736	0.0406742344945599	7.75680041539668	n/a	L	n/a	11118	lh_G_insular_short
LV4	-38.3970851914883	-2.39826775343715	10.2576372694969	n/a	L	n/a	11118	lh_G_insular_short
LV5	-38.1141227298379	-4.82857069616763	12.7694944158197	n/a	L	n/a	11118	lh_G_insular_short
LV6	-37.8434735280275	-7.25773241889476	15.2713194797039	n/a	L	n/a	11118	lh_G_insular_short
LV7	-36.73560600245	-16.986834751606	25.296878397584	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV8	-36.4526435407996	-19.4171376943365	27.8087355439067	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV9	-36.1815485620499	-21.8468098634035	30.3104301643372	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV10	-35.8990703846813	-24.2770824521705	32.822339188993	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV11	-35.6279368985891	-26.7062745288611	35.3241123745441	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV12	-35.3450129442811	-29.137057563968	37.8358909557462	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV13	-34.2371069113612	-38.8656798043028	47.8615284387469	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV14	-33.9664962168932	-41.2953216194063	50.3632749375105	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV15	-33.6835337552428	-43.7256245621368	52.8751320838332	n/a	L	n/a	11170	lh_S_precentral-sup-part
LV16	-33.4125814244151	-46.1640864576921	55.3760475030541	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV17	-33.1296574701071	-48.594869492799	57.8878260842562	n/a	L	n/a	2	Left_Cerebral_White_Matter
LV18	-32.858523984015	-51.0240615694895	60.3895992698073	n/a	L	n/a	2	Left_Cerebral_White_Matter
